,ll,acc,number_of_nodes,discretizing,sample_size,used_disc
158,-20134043.005197637,-1.0,50,latin_cube_q,10000,2
159,-363548.371963295,-1.0,5,uniform,10000,2
160,-206070.81088838368,-1.0,10,uniform,10000,2
161,-23367856.270812087,-1.0,50,uniform,10000,2
162,-31340.2217085735,0.9811,5,,10000,2
163,-31340.221688002537,0.9811,10,,10000,2
164,-31340.221737635497,0.9811,50,,10000,2
165,-151001.61414126755,-1.0,5,random,10000,2
166,-579634.751678917,-1.0,10,random,10000,2
167,-18198830.755161107,-1.0,50,random,10000,2
168,-164320.47298062622,-1.0,5,latin_cube_u,10000,2
169,-946793.7239447194,-1.0,10,latin_cube_u,10000,2
170,-17367697.40404103,-1.0,50,latin_cube_u,10000,2
171,-88051.71541677277,-1.0,5,latin_cube_q,10000,2
172,-558429.3972644561,-1.0,10,latin_cube_q,10000,2
173,-20755136.01756737,-1.0,50,latin_cube_q,10000,2
174,-206578.39633474642,-1.0,5,uniform,10000,2
175,-965083.6266965697,-1.0,10,uniform,10000,2
176,-15166028.133921005,-1.0,50,uniform,10000,2
177,-31327.07217589592,0.9811,5,,10000,2
178,-31327.072481132876,0.9811,10,,10000,2
179,-31327.072129107295,0.9811,50,,10000,2
180,-112349.37289010549,-1.0,5,random,10000,2
181,-820776.9623401059,-1.0,10,random,10000,2
182,-17790192.35019823,-1.0,50,random,10000,2
183,-155903.55317550054,-1.0,5,latin_cube_u,10000,2
184,-948288.0064094219,-1.0,10,latin_cube_u,10000,2
185,-18806936.46431418,-1.0,50,latin_cube_u,10000,2
186,-237685.99126393025,-1.0,5,latin_cube_q,10000,2
187,-741630.3285334733,-1.0,10,latin_cube_q,10000,2
188,-16897463.244730018,-1.0,50,latin_cube_q,10000,2
189,-272808.2826616955,-1.0,5,uniform,10000,2
190,-1159903.1678105718,-1.0,10,uniform,10000,2
191,-22670496.315169085,-1.0,50,uniform,10000,2
192,-31219.919570961047,0.9796,5,,10000,2
193,-31219.91962414861,0.9796,10,,10000,2
194,-31219.919747239335,0.9796,50,,10000,2
195,-247193.72194586287,-1.0,5,random,10000,2
196,-965147.3463087325,-1.0,10,random,10000,2
197,-19224508.36993299,-1.0,50,random,10000,2
198,-250870.64359027919,-1.0,5,latin_cube_u,10000,2
199,-385735.51293965394,-1.0,10,latin_cube_u,10000,2
200,-10838239.91268071,-1.0,50,latin_cube_u,10000,2
201,-137493.9881278319,-1.0,5,latin_cube_q,10000,2
202,-776725.5941615934,-1.0,10,latin_cube_q,10000,2
203,-18439246.2655633,-1.0,50,latin_cube_q,10000,2
204,-144601.74925372665,-1.0,5,uniform,10000,2
205,-179384.55555164997,-1.0,10,uniform,10000,2
206,-18967263.868334867,-1.0,50,uniform,10000,2
207,-31390.271688745157,0.9778,5,,10000,2
208,-31390.271450807428,0.9778,10,,10000,2
209,-31390.271451935936,0.9778,50,,10000,2
210,-167684.79615172071,-1.0,5,random,10000,2
211,-746501.1641629672,-1.0,10,random,10000,2
212,-18455663.670644585,-1.0,50,random,10000,2
213,-131767.3944765144,-1.0,5,latin_cube_u,10000,2
214,-650420.9777660485,-1.0,10,latin_cube_u,10000,2
215,-24511851.67256745,-1.0,50,latin_cube_u,10000,2
216,-58613.326224973054,-1.0,5,latin_cube_q,10000,2
217,-467246.4464455086,-1.0,10,latin_cube_q,10000,2
218,-17008441.582030743,-1.0,50,latin_cube_q,10000,2
219,-158586.54091668248,-1.0,5,uniform,10000,2
220,-637990.0648187341,-1.0,10,uniform,10000,2
221,-17040627.44615899,-1.0,50,uniform,10000,2
222,-31050.464476293175,0.9813,5,,10000,2
223,-31050.464500649767,0.9813,10,,10000,2
224,-31050.46445923579,0.9813,50,,10000,2
225,-74476.27525956798,-1.0,5,random,10000,2
226,-607247.4658639393,-1.0,10,random,10000,2
227,-17725555.183766272,-1.0,50,random,10000,2
228,-42555.77651645905,-1.0,5,latin_cube_u,10000,2
229,-430579.9472837098,-1.0,10,latin_cube_u,10000,2
230,-16697855.397086658,-1.0,50,latin_cube_u,10000,2
231,-151704.49479261445,-1.0,5,latin_cube_q,10000,2
232,-469099.71198558004,-1.0,10,latin_cube_q,10000,2
233,-21432783.716267962,-1.0,50,latin_cube_q,10000,2
234,-264030.3967367167,-1.0,5,uniform,10000,2
235,-367606.07541029947,-1.0,10,uniform,10000,2
236,-11180143.919515792,-1.0,50,uniform,10000,2
237,-31456.736519664923,0.9782,5,,10000,2
238,-31456.736863374303,0.9782,10,,10000,2
239,-31456.736632881297,0.9782,50,,10000,2
240,-139378.32055000897,-1.0,5,random,10000,2
241,-659554.966861334,-1.0,10,random,10000,2
242,-16936711.425999925,-1.0,50,random,10000,2
243,-116584.4160095234,-1.0,5,latin_cube_u,10000,2
244,-785330.9625350599,-1.0,10,latin_cube_u,10000,2
245,-14386408.547094196,-1.0,50,latin_cube_u,10000,2
246,-139068.66113218022,-1.0,5,latin_cube_q,10000,2
247,-518168.9886877682,-1.0,10,latin_cube_q,10000,2
248,-20919094.531181306,-1.0,50,latin_cube_q,10000,2
249,-84736.5425344685,-1.0,5,uniform,10000,2
250,-460970.1267086034,-1.0,10,uniform,10000,2
251,-14790867.698653355,-1.0,50,uniform,10000,2
252,-31274.094648219427,0.9803,5,,10000,2
253,-31274.094964895045,0.9803,10,,10000,2
254,-31274.094706457294,0.9803,50,,10000,2
255,-186459.79764492097,-1.0,5,random,10000,2
256,-564733.7718271656,-1.0,10,random,10000,2
257,-19356872.456623014,-1.0,50,random,10000,2
258,-249040.38387458044,-1.0,5,latin_cube_u,10000,2
259,-465643.81239515316,-1.0,10,latin_cube_u,10000,2
260,-25508272.547287066,-1.0,50,latin_cube_u,10000,2
261,-168030.21682249373,-1.0,5,latin_cube_q,10000,2
262,-679957.619814757,-1.0,10,latin_cube_q,10000,2
263,-15978205.219403243,-1.0,50,latin_cube_q,10000,2
264,-77929.45033423338,-1.0,5,uniform,10000,2
265,-376771.2797037329,-1.0,10,uniform,10000,2
266,-18098038.03010276,-1.0,50,uniform,10000,2
267,-31131.16770496955,0.9828,5,,10000,2
268,-31131.1677814952,0.9828,10,,10000,2
269,-31131.167648654082,0.9828,50,,10000,2
270,-108226.20251966202,-1.0,5,random,10000,2
271,-825232.2208827683,-1.0,10,random,10000,2
272,-18678753.53909291,-1.0,50,random,10000,2
273,-131416.65440438004,-1.0,5,latin_cube_u,10000,2
274,-327741.7438856341,-1.0,10,latin_cube_u,10000,2
275,-15257423.461810341,-1.0,50,latin_cube_u,10000,2
276,-173118.01154654656,-1.0,5,latin_cube_q,10000,2
277,-516742.39700699353,-1.0,10,latin_cube_q,10000,2
278,-18937386.315420758,-1.0,50,latin_cube_q,10000,2
279,-109109.34658703434,-1.0,5,uniform,10000,2
280,-1056425.9653950469,-1.0,10,uniform,10000,2
281,-27269756.945196316,-1.0,50,uniform,10000,2
282,-31392.95942444833,0.9816,5,,10000,2
283,-31392.95932879203,0.9816,10,,10000,2
284,-31392.95951776921,0.9816,50,,10000,2
285,-191471.45557122573,-1.0,5,random,10000,2
286,-537306.730425711,-1.0,10,random,10000,2
287,-18891134.38349432,-1.0,50,random,10000,2
288,-198373.45179235016,-1.0,5,latin_cube_u,10000,2
289,-520486.6125988684,-1.0,10,latin_cube_u,10000,2
290,-21178286.552354295,-1.0,50,latin_cube_u,10000,2
291,-138574.48687110623,-1.0,5,latin_cube_q,10000,2
292,-1086223.74213276,-1.0,10,latin_cube_q,10000,2
293,-18391267.611440018,-1.0,50,latin_cube_q,10000,2
294,-222829.6984854414,-1.0,5,uniform,10000,2
295,-989195.4096626919,-1.0,10,uniform,10000,2
296,-28666954.83926418,-1.0,50,uniform,10000,2
297,-31556.883928750056,0.9796,5,,10000,2
298,-31556.883857272023,0.9796,10,,10000,2
299,-31556.88375465784,0.9796,50,,10000,2
300,-168645.21073047168,-1.0,5,random,10000,2
301,-578682.0996839949,-1.0,10,random,10000,2
302,-17216643.97245883,-1.0,50,random,10000,2
303,-153261.6471511985,-1.0,5,latin_cube_u,10000,2
304,-417258.63300979376,-1.0,10,latin_cube_u,10000,2
305,-18689267.496188525,-1.0,50,latin_cube_u,10000,2
306,-134171.53629320444,-1.0,5,latin_cube_q,10000,2
307,-649275.0700336278,-1.0,10,latin_cube_q,10000,2
308,-19286572.488110807,-1.0,50,latin_cube_q,10000,2
309,-145914.05254672054,-1.0,5,uniform,10000,2
310,-446289.5404348779,-1.0,10,uniform,10000,2
311,-20458581.35999769,-1.0,50,uniform,10000,2
312,-31463.788660420298,0.9805,5,,10000,2
313,-31463.788389004752,0.9805,10,,10000,2
314,-31463.788553062197,0.9805,50,,10000,2
315,-112297.55111083954,-1.0,5,random,10000,2
316,-482425.7532596884,-1.0,10,random,10000,2
317,-21347519.890450228,-1.0,50,random,10000,2
318,-133142.27308205963,-1.0,5,latin_cube_u,10000,2
319,-743247.8760994045,-1.0,10,latin_cube_u,10000,2
320,-16546310.844582729,-1.0,50,latin_cube_u,10000,2
321,-130475.86747421,-1.0,5,latin_cube_q,10000,2
322,-768289.2859029401,-1.0,10,latin_cube_q,10000,2
323,-23812309.47358111,-1.0,50,latin_cube_q,10000,2
324,-137173.31583991784,-1.0,5,uniform,10000,2
325,-695379.5473598796,-1.0,10,uniform,10000,2
326,-15484450.047159147,-1.0,50,uniform,10000,2
327,-31291.294628125295,0.9823,5,,10000,2
328,-31291.294687669088,0.9824,10,,10000,2
329,-31291.294566113338,0.9823,50,,10000,2
330,-188651.3990513708,-1.0,5,random,10000,2
331,-800103.5103018258,-1.0,10,random,10000,2
332,-16373758.011344027,-1.0,50,random,10000,2
333,-51027.49758916253,-1.0,5,latin_cube_u,10000,2
334,-879231.8632237866,-1.0,10,latin_cube_u,10000,2
335,-16133028.21853421,-1.0,50,latin_cube_u,10000,2
336,-169617.35023406515,-1.0,5,latin_cube_q,10000,2
337,-620332.3815612608,-1.0,10,latin_cube_q,10000,2
338,-18747593.23194886,-1.0,50,latin_cube_q,10000,2
339,-139966.3342664048,-1.0,5,uniform,10000,2
340,-351226.1545799168,-1.0,10,uniform,10000,2
341,-14092633.813150398,-1.0,50,uniform,10000,2
342,-31272.074914278102,0.98,5,,10000,2
343,-31272.074964356165,0.98,10,,10000,2
344,-31272.075024117286,0.98,50,,10000,2
345,-111777.82503445298,-1.0,5,random,10000,2
346,-788446.1027189427,-1.0,10,random,10000,2
347,-19888490.920335595,-1.0,50,random,10000,2
348,-144120.36648572845,-1.0,5,latin_cube_u,10000,2
349,-742400.1035565756,-1.0,10,latin_cube_u,10000,2
350,-16897709.77755951,-1.0,50,latin_cube_u,10000,2
351,-188172.60244814595,-1.0,5,latin_cube_q,10000,2
352,-756666.3840818629,-1.0,10,latin_cube_q,10000,2
353,-20053595.784761176,-1.0,50,latin_cube_q,10000,2
354,-115188.61446932936,-1.0,5,uniform,10000,2
355,-535694.4920360756,-1.0,10,uniform,10000,2
356,-19370360.078709785,-1.0,50,uniform,10000,2
357,-31384.851885113563,0.9807,5,,10000,2
358,-31384.852130111423,0.9806,10,,10000,2
359,-31384.85213954072,0.9806,50,,10000,2
360,-173096.82217131706,-1.0,5,random,10000,2
361,-482015.85629244166,-1.0,10,random,10000,2
362,-19286538.992604654,-1.0,50,random,10000,2
363,-98447.80628214385,-1.0,5,latin_cube_u,10000,2
364,-1150592.9356541983,-1.0,10,latin_cube_u,10000,2
365,-15177242.505250448,-1.0,50,latin_cube_u,10000,2
366,-96067.52495400199,-1.0,5,latin_cube_q,10000,2
367,-663862.6992935542,-1.0,10,latin_cube_q,10000,2
368,-19327760.43687828,-1.0,50,latin_cube_q,10000,2
369,-100587.26610608333,-1.0,5,uniform,10000,2
370,-580519.4093656256,-1.0,10,uniform,10000,2
371,-26116779.43866687,-1.0,50,uniform,10000,2
372,-31266.15967807105,0.9801,5,,10000,2
373,-31266.15987144531,0.9801,10,,10000,2
374,-31266.159729077863,0.9801,50,,10000,2
375,-137326.38475666224,-1.0,5,random,10000,2
376,-391912.25191476004,-1.0,10,random,10000,2
377,-21223140.623880185,-1.0,50,random,10000,2
378,-111779.47112225741,-1.0,5,latin_cube_u,10000,2
379,-1016815.8947295424,-1.0,10,latin_cube_u,10000,2
380,-13589010.241187882,-1.0,50,latin_cube_u,10000,2
381,-159434.87161862841,-1.0,5,latin_cube_q,10000,2
382,-416617.95023953746,-1.0,10,latin_cube_q,10000,2
383,-19041207.218789738,-1.0,50,latin_cube_q,10000,2
384,-73062.78602563887,-1.0,5,uniform,10000,2
385,-828484.3007645848,-1.0,10,uniform,10000,2
386,-14925391.08763981,-1.0,50,uniform,10000,2
387,-31185.359408555763,0.9828,5,,10000,2
388,-31185.359272387974,0.9828,10,,10000,2
389,-31185.359408728633,0.9828,50,,10000,2
390,-218519.50103291753,-1.0,5,random,10000,2
391,-620458.9404496974,-1.0,10,random,10000,2
392,-19566450.119907852,-1.0,50,random,10000,2
393,-182094.88050921247,-1.0,5,latin_cube_u,10000,2
394,-298421.461351747,-1.0,10,latin_cube_u,10000,2
395,-18041235.105749995,-1.0,50,latin_cube_u,10000,2
396,-166219.66432737923,-1.0,5,latin_cube_q,10000,2
397,-661114.1241523831,-1.0,10,latin_cube_q,10000,2
398,-16819452.50473377,-1.0,50,latin_cube_q,10000,2
399,-116668.89737853418,-1.0,5,uniform,10000,2
400,-783194.5008504086,-1.0,10,uniform,10000,2
401,-17505613.692941517,-1.0,50,uniform,10000,2
402,-31441.664115892345,0.9811,5,,10000,2
403,-31441.66458514111,0.9811,10,,10000,2
404,-31441.66420811563,0.9811,50,,10000,2
405,-126353.75035482418,-1.0,5,random,10000,2
406,-603875.7313239161,-1.0,10,random,10000,2
407,-19608834.289174125,-1.0,50,random,10000,2
408,-167337.0373230631,-1.0,5,latin_cube_u,10000,2
409,-671184.1252311044,-1.0,10,latin_cube_u,10000,2
410,-20226304.237864602,-1.0,50,latin_cube_u,10000,2
411,-85154.24136088694,-1.0,5,latin_cube_q,10000,2
412,-676614.6761638339,-1.0,10,latin_cube_q,10000,2
413,-19490424.1970728,-1.0,50,latin_cube_q,10000,2
414,-61987.81177972755,-1.0,5,uniform,10000,2
415,-697848.8527546971,-1.0,10,uniform,10000,2
416,-25092649.982298948,-1.0,50,uniform,10000,2
417,-31282.7398687009,0.9819,5,,10000,2
418,-31282.739932739823,0.9819,10,,10000,2
419,-31282.739555877662,0.9819,50,,10000,2
420,-145914.7597453701,-1.0,5,random,10000,2
421,-579292.0139524149,-1.0,10,random,10000,2
422,-17969380.935157694,-1.0,50,random,10000,2
423,-116625.03936829002,-1.0,5,latin_cube_u,10000,2
424,-1093713.7722420096,-1.0,10,latin_cube_u,10000,2
425,-18748332.280519202,-1.0,50,latin_cube_u,10000,2
426,-101390.31700329247,-1.0,5,latin_cube_q,10000,2
427,-715253.1316308645,-1.0,10,latin_cube_q,10000,2
428,-19557559.347945273,-1.0,50,latin_cube_q,10000,2
429,-157231.2903145088,-1.0,5,uniform,10000,2
430,-669505.3725915245,-1.0,10,uniform,10000,2
431,-23295901.446784433,-1.0,50,uniform,10000,2
432,-31357.93764138912,0.9822,5,,10000,2
433,-31357.937438619978,0.9822,10,,10000,2
434,-31357.937319934645,0.9822,50,,10000,2
435,-175114.27555651253,-1.0,5,random,10000,2
436,-810485.2869684054,-1.0,10,random,10000,2
437,-18868568.340442397,-1.0,50,random,10000,2
438,-159109.68913451096,-1.0,5,latin_cube_u,10000,2
439,-743031.6358286524,-1.0,10,latin_cube_u,10000,2
440,-21541649.772862203,-1.0,50,latin_cube_u,10000,2
441,-148252.95479620525,-1.0,5,latin_cube_q,10000,2
442,-1083194.8767835686,-1.0,10,latin_cube_q,10000,2
443,-16552821.374377059,-1.0,50,latin_cube_q,10000,2
444,-147230.36489852148,-1.0,5,uniform,10000,2
445,-876838.6598920652,-1.0,10,uniform,10000,2
446,-18939372.907136578,-1.0,50,uniform,10000,2
447,-31344.69273351466,0.9822,5,,10000,2
448,-31344.692591043982,0.9822,10,,10000,2
449,-31344.692413916626,0.9822,50,,10000,2
450,-170378.43082913032,-1.0,5,random,10000,2
451,-752074.5638444213,-1.0,10,random,10000,2
452,-20247220.64444842,-1.0,50,random,10000,2
453,-237396.6836572796,-1.0,5,latin_cube_u,10000,2
454,-1149566.3658840905,-1.0,10,latin_cube_u,10000,2
455,-23894446.603572223,-1.0,50,latin_cube_u,10000,2
456,-176833.97465905634,-1.0,5,latin_cube_q,10000,2
457,-429832.86094178486,-1.0,10,latin_cube_q,10000,2
458,-19199279.18543229,-1.0,50,latin_cube_q,10000,2
459,-105607.26471491002,-1.0,5,uniform,10000,2
460,-875132.8379929299,-1.0,10,uniform,10000,2
461,-12457311.077100154,-1.0,50,uniform,10000,2
462,-31440.630042984638,0.9807,5,,10000,2
463,-31440.63032483638,0.9807,10,,10000,2
464,-31440.630025717466,0.9807,50,,10000,2
465,-270655.5011574703,-1.0,5,random,10000,2
466,-700892.7093417016,-1.0,10,random,10000,2
467,-19494209.43999108,-1.0,50,random,10000,2
468,-124881.72057264172,-1.0,5,latin_cube_u,10000,2
469,-668897.3274404592,-1.0,10,latin_cube_u,10000,2
470,-22337971.65287721,-1.0,50,latin_cube_u,10000,2
471,-138484.3240022803,-1.0,5,latin_cube_q,10000,2
472,-905217.4486367813,-1.0,10,latin_cube_q,10000,2
473,-22448372.155776292,-1.0,50,latin_cube_q,10000,2
474,-83491.49221414373,-1.0,5,uniform,10000,2
475,-479008.6111100303,-1.0,10,uniform,10000,2
476,-18030680.524075583,-1.0,50,uniform,10000,2
477,-31305.173330180107,0.9807,5,,10000,2
478,-31305.17341174406,0.9807,10,,10000,2
479,-31305.173681763994,0.9807,50,,10000,2
480,-253581.79538733308,-1.0,5,random,10000,2
481,-914628.4894983128,-1.0,10,random,10000,2
482,-18530901.422675043,-1.0,50,random,10000,2
483,-149484.14629303527,-1.0,5,latin_cube_u,10000,2
484,-207850.55257081983,-1.0,10,latin_cube_u,10000,2
485,-20034094.257714897,-1.0,50,latin_cube_u,10000,2
486,-123455.47135740402,-1.0,5,latin_cube_q,10000,2
487,-433263.23996743927,-1.0,10,latin_cube_q,10000,2
488,-22077884.921797577,-1.0,50,latin_cube_q,10000,2
489,-55324.865805172325,-1.0,5,uniform,10000,2
490,-774984.6539595062,-1.0,10,uniform,10000,2
491,-11981845.622147482,-1.0,50,uniform,10000,2
492,-31356.328795347217,0.9808,5,,10000,2
493,-31356.329088523868,0.9809,10,,10000,2
494,-31356.3287352737,0.9808,50,,10000,2
495,-120687.7072408714,-1.0,5,random,10000,2
496,-625317.5598686564,-1.0,10,random,10000,2
497,-17189162.9666846,-1.0,50,random,10000,2
498,-179200.3494715628,-1.0,5,latin_cube_u,10000,2
499,-705478.6537802335,-1.0,10,latin_cube_u,10000,2
500,-16181225.22890843,-1.0,50,latin_cube_u,10000,2
501,-173059.72773076952,-1.0,5,latin_cube_q,10000,2
502,-817637.1557300164,-1.0,10,latin_cube_q,10000,2
503,-18995818.379565373,-1.0,50,latin_cube_q,10000,2
504,-146481.14319589938,-1.0,5,uniform,10000,2
